pair_id,participant_id,run,source_channel,source_time,control_time,recent_burst_count,exposed_post_outcome,control_post_outcome,source_pre_outcome
0,sub-01,1,Pz-O1,2.01625,28.05699175751871,0,0,0,0
1,sub-01,1,Fp1-F3,4.00025,28.01005054775471,0,0,0,0
2,sub-01,1,P4-O2,5.8095,11.396681714915285,0,1,1,0
3,sub-01,1,T5-P3,13.34725,25.729594678512278,0,0,0,0
4,sub-01,1,T5-C3,14.443,28.85859756716527,0,0,1,0
5,sub-01,1,T3-F3,15.27775,11.49086682908309,0,1,1,0
6,sub-01,1,T3-P3,15.61575,44.79529468305729,1,1,0,0
7,sub-01,1,P4-Cz,16.49475,23.944633819855092,0,0,0,0
8,sub-01,1,C3-Pz,18.058,11.737894222108661,1,0,0,1
9,sub-01,1,P3-O1,27.17775,56.268022508157884,0,1,0,0
10,sub-01,1,P3-Cz,29.26775,40.39086002786826,0,0,0,0
11,sub-01,1,C4-Pz,32.96375,50.46397321842388,1,1,1,1
12,sub-01,1,Fp1-F3,34.178,17.16438843288149,0,1,0,0
13,sub-01,1,P3-Pz,37.03925,56.44942683610118,0,0,0,0
14,sub-01,1,C3-P3,37.68625,19.0383569510558,0,0,0,0
15,sub-01,1,P3-Cz,38.18225,29.70639488876814,1,1,0,0
16,sub-01,1,T5-P3,38.6735,15.90544050544742,2,0,0,1
17,sub-01,1,P3-Pz,40.8605,64.78338364073038,0,0,0,0
18,sub-01,1,Pz-O1,44.69275,17.381497855414878,0,0,1,0
19,sub-01,1,Pz-O2,50.33725,24.101218899011208,0,1,0,0
20,sub-01,1,Cz-Pz,52.33225,49.684327351705505,0,0,0,0
21,sub-01,1,P3-O1,55.412,28.560009522334784,0,0,0,0
22,sub-01,1,C3-Pz,57.0115,67.94720968079065,0,0,0,0
23,sub-01,1,T5-P3,59.14,40.09524839084909,0,0,0,0
24,sub-01,1,T3-P3,59.94625,78.79594316429584,0,0,0,0
25,sub-01,1,P3-Pz,62.64925,77.74317718554471,0,0,1,0
26,sub-01,1,C3-Pz,63.354,51.84862288215072,0,0,0,0
27,sub-01,1,P3-Pz,65.74725,56.926541129958984,0,0,0,0
28,sub-01,1,F3-Cz,76.44975,81.21963614293502,0,0,1,0
29,sub-01,1,T5-O1,77.113,86.90017399240166,0,0,0,0
30,sub-01,1,C3-Fz,77.98675,68.72243448407305,0,0,0,0
31,sub-01,1,C3-P3,81.673,86.77237807282926,0,0,0,0
32,sub-01,1,T3-T5,83.60575,74.53753386461156,0,1,0,0
33,sub-01,1,F3-Cz,83.88575,57.33784767659066,1,0,0,1
34,sub-01,1,T5-P3,85.202,114.76992103102111,0,0,0,0
35,sub-01,1,T3-P3,85.6355,108.21912397054973,1,0,0,0
36,sub-01,1,F7-F3,88.5455,100.94057383847176,0,0,0,0
37,sub-01,1,Pz-O2,90.3525,77.01656099605705,0,0,1,0
38,sub-01,1,C4-Pz,93.24475,101.03552877039289,0,1,0,0
39,sub-01,1,Fz-Cz,93.52675,107.10665207667915,1,1,1,1
40,sub-01,1,P3-Pz,93.5845,117.35054397317539,2,0,1,1
41,sub-01,1,P3-Pz,97.06125,81.3242283656676,0,0,0,0
42,sub-01,1,C3-Cz,103.714,88.21713873158218,1,1,1,1
43,sub-01,1,Pz-O2,103.79475,112.88391897154483,1,0,1,1
44,sub-01,1,Pz-O1,106.91125,79.23949458638252,0,0,0,0
45,sub-01,1,T3-T5,107.44575,120.65838486686779,0,0,0,0
46,sub-01,1,P3-Cz,107.95225,115.19494044922956,0,0,0,0
47,sub-01,1,T5-P3,108.43175,123.55701031639066,1,0,0,0
48,sub-01,1,T4-P4,112.54625,140.3248940316599,1,1,0,1
49,sub-01,1,T5-P3,112.98175,88.73695314611524,1,0,0,1
50,sub-01,1,T6-P4,117.018,144.88393285060906,1,1,0,1
51,sub-01,1,P4-Cz,117.4855,137.18717000321615,2,1,1,1
52,sub-01,1,P3-Pz,117.6805,93.99909476687456,2,1,0,1
53,sub-01,1,T5-C3,118.14475,112.90503331533597,1,0,0,1
54,sub-01,1,T3-P3,119.48975,89.52868357966636,0,1,1,0
55,sub-01,1,C3-Pz,119.72,112.32745694953452,1,1,1,1
56,sub-01,1,T3-T5,119.915,117.90047516336026,2,0,0,1
57,sub-01,1,Fp1-F3,124.227,100.53753132381757,0,1,0,0
58,sub-01,1,Cz-Pz,124.568,149.50559662023144,1,0,1,1
59,sub-01,1,P3-O1,126.15625,130.75342016788585,0,1,0,0
60,sub-01,1,Fz-Cz,126.4645,149.47194766255052,1,1,1,1
61,sub-01,1,P3-O1,126.81575,119.88387762315375,2,0,1,1
62,sub-01,1,P4-O2,133.65925,130.1116785339656,0,0,0,0
63,sub-01,1,C3-Pz,137.0065,125.00015054194247,1,0,1,1
64,sub-01,1,Pz-O1,140.2905,121.19691811442993,0,0,0,0
65,sub-01,1,C4-P4,145.34225,150.57139026710766,0,0,1,0
66,sub-01,1,C3-P3,145.911,129.1813052471914,0,0,0,0
67,sub-01,1,F7-F3,147.48675,134.25133100278882,0,0,0,0
68,sub-01,1,C4-Pz,148.73575,130.5836431620674,0,0,0,0
69,sub-01,1,P3-Pz,149.274,173.84734703245232,0,0,0,0
70,sub-01,1,T5-O1,149.90425,179.30600602921228,0,0,1,0
71,sub-01,1,F3-Cz,162.6365,146.6745926874632,0,0,0,0
72,sub-01,1,Pz-O2,164.7125,159.82056258500262,1,0,0,1
73,sub-01,1,P3-O1,171.03875,185.12128210324593,0,0,0,0
74,sub-01,1,Cz-Pz,177.166,157.43782289994815,0,0,0,0
75,sub-01,1,P3-O1,177.7525,157.30740452513237,0,0,0,0
76,sub-01,1,C3-Pz,179.66225,162.13907734536662,0,0,1,0
77,sub-01,1,F3-Cz,182.7945,160.54731353992918,0,1,1,0
78,sub-01,1,Fz-Cz,184.387,192.39409123168403,1,0,0,1
79,sub-01,1,Fz-Cz,188.4265,207.15354681406754,1,0,0,1
80,sub-01,1,Cz-Pz,190.087,192.21632636761316,1,1,0,1
81,sub-01,1,T3-P3,190.356,164.4959305620629,1,0,1,1
82,sub-01,1,Cz-Pz,198.9125,210.17254986889094,1,0,0,1
83,sub-01,1,P4-Cz,204.04875,230.6541313539111,0,0,0,0
84,sub-01,1,P4-Cz,205.23625,195.66667993041884,0,0,0,0
85,sub-01,1,Pz-O2,206.1115,190.20696659230413,1,1,1,1
86,sub-01,1,T5-C3,206.7375,219.22249022057028,1,0,0,1
87,sub-01,1,C3-Pz,212.96625,217.7972226461964,0,1,0,0
88,sub-01,1,C3-Pz,219.085,203.5956205618592,0,1,1,0
89,sub-01,1,Pz-O1,226.13125,243.934245050057,0,0,0,0
90,sub-01,1,Pz-O1,227.1195,246.12142005383402,0,0,0,0
91,sub-01,1,P3-Pz,229.1665,243.06592279865086,0,0,0,0
92,sub-01,1,C4-Pz,232.48775,246.18109019431327,0,0,0,0
93,sub-01,1,T5-P3,233.10975,227.79457567099726,0,1,0,0
94,sub-01,1,C4-Pz,233.42525,243.38836976805544,1,1,0,1
95,sub-01,1,C3-P3,233.53975,262.8648811303011,2,1,0,1
96,sub-01,1,P3-Pz,234.01075,213.17085494882298,2,0,0,1
97,sub-01,1,P4-Cz,235.142,249.31527291065328,0,0,1,0
98,sub-01,1,T5-P3,243.2905,265.50388982635496,0,0,0,0
99,sub-01,1,Pz-O1,247.21075,263.7581387470714,1,0,0,1
100,sub-01,1,F3-Fz,248.627,232.39759838620915,0,0,1,0
101,sub-01,1,P3-Pz,250.301,280.15581699922905,0,0,0,0
102,sub-01,1,T5-P3,250.562,235.42985778764518,1,0,0,0
103,sub-01,1,T3-F3,252.837,237.5212871494778,0,0,0,0
104,sub-01,1,P3-Pz,254.96625,258.6555129200782,0,0,0,0
105,sub-01,1,P3-Pz,256.5605,281.29994291323766,1,0,0,0
106,sub-01,1,F3-Cz,260.14075,243.97940518720327,0,1,0,0
107,sub-01,1,C3-P3,262.60025,247.72838499529945,0,1,1,0
108,sub-01,1,Pz-O1,262.80625,253.15021834045314,1,0,0,1
109,sub-01,1,Pz-O1,263.367,257.8032664467869,0,0,0,0
110,sub-01,1,T5-P3,275.4175,258.0107886265688,0,1,0,0
111,sub-01,1,Cz-Pz,280.99125,284.94933568135207,0,0,0,0
112,sub-01,1,P3-O1,285.556,276.81491400600044,0,0,0,0
113,sub-01,1,Fp1-F3,289.1565,282.21854386030157,0,0,1,0
114,sub-01,1,F7-F3,291.3045,276.214932896,0,1,0,0
115,sub-01,1,P4-O2,292.3605,283.61454074039926,0,0,0,0
116,sub-01,1,P4-Cz,293.523,270.4731401415381,0,0,0,0
117,sub-01,1,T5-P3,294.16925,284.5307287559166,0,0,0,0
118,sub-01,1,Cz-Pz,296.3875,285.90449039255554,1,0,0,1
119,sub-01,1,C4-Pz,296.73475,281.3731322680781,1,0,0,0
120,sub-01,1,T5-P3,297.359,283.95285313983675,0,0,0,0
121,sub-01,1,Pz-O2,299.44825,281.53956416384176,0,0,0,0
122,sub-01,2,F3-Cz,1.304,26.729165148915403,0,0,1,0
123,sub-01,2,P3-Pz,2.671,26.87513941086965,0,1,1,0
124,sub-01,2,P3-O1,3.61825,15.268194822325295,0,0,0,0
125,sub-01,2,P3-O1,6.71525,17.011639652697582,0,0,0,0
126,sub-01,2,P3-O1,7.265,14.019399265635808,0,0,0,0
127,sub-01,2,C3-P3,8.79775,34.15313497605903,0,0,0,0
128,sub-01,2,P4-Pz,10.515,17.42794290421446,0,0,0,0
129,sub-01,2,P4-Pz,11.00025,5.078698668694262,1,0,1,0
130,sub-01,2,T5-C3,13.265,21.85217887563806,0,0,0,0
131,sub-01,2,Pz-O2,18.39875,47.405278811897645,0,0,1,0
132,sub-01,2,Pz-O1,19.596,10.187267050307568,0,1,0,0
133,sub-01,2,T3-P3,19.865,10.78002700196886,1,0,1,1
134,sub-01,2,Fp1-F3,22.7815,46.39328161041635,0,1,0,0
135,sub-01,2,Pz-O1,24.098,36.690904398266,0,1,0,0
136,sub-01,2,T3-F3,24.3525,54.1866776286666,1,0,0,1
137,sub-01,2,P3-Pz,25.03275,8.50314001036164,0,0,0,0
138,sub-01,2,C3-Fz,26.97575,19.50186683289556,0,0,1,0
139,sub-01,2,Pz-O1,29.84425,51.17550472643404,0,1,0,0
140,sub-01,2,F3-Cz,30.2075,59.731140803005395,1,0,1,1
141,sub-01,2,Cz-Pz,31.72275,8.59470212989223,0,0,1,0
142,sub-01,2,C4-Pz,33.18125,48.29172935942035,0,0,1,0
143,sub-01,2,P3-O1,37.20025,29.584500802996484,0,0,0,0
144,sub-01,2,C3-Fz,38.93625,28.373843595320114,1,0,0,1
145,sub-01,2,C4-Pz,42.5415,47.84112922536327,1,0,0,1
146,sub-01,2,C3-Fz,43.274,61.58804178080705,0,1,0,0
147,sub-01,2,C4-Pz,43.5995,73.22510491217044,1,0,0,1
148,sub-01,2,P3-Cz,44.1355,39.5088809277837,0,0,0,0
149,sub-01,2,Cz-Pz,48.621,75.13609324676261,0,0,1,0
150,sub-01,2,C3-Pz,48.7,38.74656330525757,1,1,0,0
151,sub-01,2,C4-Pz,52.57075,65.28867855784716,0,1,0,0
152,sub-01,2,P3-Pz,52.91875,24.454597945218367,2,1,0,0
153,sub-01,2,C4-P4,55.49525,78.48701102924983,0,1,1,0
154,sub-01,2,C3-Pz,56.14825,79.03815341086222,1,1,0,1
155,sub-01,2,T3-F3,56.38825,53.627150262067616,1,0,1,1
156,sub-01,2,P3-O1,59.6755,37.79502735847055,0,0,0,0
157,sub-01,2,Pz-O1,62.43525,82.23093991228518,0,1,0,0
158,sub-01,2,C4-Pz,63.1205,78.45224699053149,1,1,1,1
159,sub-01,2,P4-Cz,63.647,56.00402068901327,1,1,1,1
160,sub-01,2,P3-O1,63.895,39.16593360586058,1,0,0,1
161,sub-01,2,F3-Fz,72.89825,84.68603112065695,0,0,1,0
162,sub-01,2,P3-O1,76.25,82.1987643986004,0,0,0,0
163,sub-01,2,P3-O1,76.65175,105.87744494214076,1,0,0,0
164,sub-01,2,T5-C3,77.339,71.62782173336042,0,0,0,0
165,sub-01,2,F7-F3,80.52,55.35687132345937,0,0,1,0
166,sub-01,2,C3-P3,81.0575,104.74118172794131,0,0,0,0
167,sub-01,2,P3-O1,81.389,101.05453621763434,1,0,1,0
168,sub-01,2,T5-C3,83.79225,95.48203704133257,0,0,0,0
169,sub-01,2,Cz-Pz,85.2565,76.35863723006965,1,1,1,0
170,sub-01,2,Fp1-F3,85.54225,77.4768238028468,1,1,1,1
171,sub-01,2,Pz-O2,85.813,77.58669801888931,1,0,1,1
172,sub-01,2,F3-Cz,86.77,95.40773815557057,0,0,0,0
173,sub-01,2,T5-C3,88.31475,113.54774748349752,0,0,0,0
174,sub-01,2,T3-T5,96.2825,115.63464290262992,0,0,0,0
175,sub-01,2,P3-O1,97.90625,101.91805939361456,0,0,0,0
176,sub-01,2,Pz-O1,99.88825,116.32749827861522,0,1,1,0
177,sub-01,2,Pz-O1,100.62725,114.7217285080135,1,0,1,1
178,sub-01,2,C3-Pz,103.2415,79.70270772364981,0,1,1,0
179,sub-01,2,Cz-Pz,105.45125,108.35142445847981,0,0,0,0
180,sub-01,2,Cz-Pz,110.216,138.56613597341152,0,0,0,0
181,sub-01,2,T4-P4,110.91825,104.23203000996298,0,1,0,0
182,sub-01,2,Pz-O2,114.44325,91.17324453542095,0,1,0,0
183,sub-01,2,C3-Pz,119.28,110.82098449081998,0,0,1,0
184,sub-01,2,T5-P3,121.5425,144.71310813595989,0,1,1,0
185,sub-01,2,C4-Pz,121.9035,132.39315814576855,2,1,1,1
186,sub-01,2,F7-T3,121.945,132.55859759187564,3,0,0,1
187,sub-01,2,T5-P3,123.996,146.39349227325408,0,1,0,0
188,sub-01,2,F8-C4,124.04725,107.43925200279648,1,0,0,1
189,sub-01,2,P4-Cz,126.50225,99.35488774596936,0,0,0,0
190,sub-01,2,Pz-O1,127.52875,131.73356211672169,0,0,1,0
191,sub-01,2,Cz-Pz,127.85625,123.60848502868697,1,1,1,0
192,sub-01,2,Pz-O2,129.69,120.33357130038466,0,0,0,0
193,sub-01,2,F3-Fz,132.07875,139.62604675953855,0,1,0,0
194,sub-01,2,F3-Cz,132.489,128.5530815397967,2,0,0,1
195,sub-01,2,Pz-O1,135.79825,131.8623814509488,0,0,1,0
196,sub-01,2,F7-F3,138.001,160.26586812537147,1,0,1,1
197,sub-01,2,T3-T5,141.159,137.2998481867883,0,0,1,0
198,sub-01,2,P3-Cz,142.50925,167.9040955471106,0,0,0,0
199,sub-01,2,C3-Pz,145.88175,150.37175480540793,0,0,0,0
200,sub-01,2,C3-Pz,159.0285,133.12685515189145,0,0,0,0
201,sub-01,2,Pz-O1,161.94975,177.96825353851554,0,0,0,0
202,sub-01,2,P3-Pz,164.409,170.6126275889792,0,0,1,0
203,sub-01,2,Pz-O1,165.16975,180.54391554804317,0,0,1,0
204,sub-01,2,Pz-O2,167.3855,140.56812492987535,0,0,0,0
205,sub-01,2,Cz-Pz,174.19075,186.45501977797343,0,0,1,0
206,sub-01,2,Pz-O1,174.574,164.02054285360725,1,0,0,0
207,sub-01,2,Pz-O1,174.6855,183.60897832622445,2,0,1,0
208,sub-01,2,Pz-O2,178.90775,190.14174062744206,1,0,0,1
209,sub-01,2,C4-P4,180.892,201.98508534187806,0,0,0,0
210,sub-01,2,Pz-O2,183.154,166.3801819030745,0,1,0,0
211,sub-01,2,P3-O1,183.31375,159.88475572971817,1,0,0,1
212,sub-01,2,F4-Fz,184.1445,164.4589008192031,1,0,0,1
213,sub-01,2,C3-Pz,191.0365,214.2422841167177,0,1,1,0
214,sub-01,2,Pz-O2,195.60825,173.49443423115167,0,1,0,0
215,sub-01,2,P4-Cz,195.91175,174.388087468762,1,0,1,1
216,sub-01,2,Pz-O2,200.779,180.1773436838409,0,1,0,0
217,sub-01,2,Pz-O2,202.51375,216.75333518159442,0,0,0,0
218,sub-01,2,Pz-O1,204.01775,233.95243698548182,0,0,0,0
219,sub-01,2,Pz-O1,206.289,189.1847427573971,0,0,0,0
220,sub-01,2,C3-Pz,207.3215,191.84298887667356,0,0,0,0
221,sub-01,2,P3-Cz,208.06225,211.43632333627966,0,0,1,0
222,sub-01,2,C4-Cz,209.24575,227.63110783653894,0,1,1,0
223,sub-01,2,Cz-Pz,222.35525,242.76060092951448,0,1,0,0
224,sub-01,2,Pz-O2,222.6175,242.58082169354398,1,1,0,0
225,sub-01,2,Pz-O1,225.348,249.4748083509042,0,0,0,0
226,sub-01,2,Pz-O1,226.83275,245.8062500088587,0,0,0,0
227,sub-01,2,Cz-Pz,227.06925,236.71763314031458,1,0,0,0
228,sub-01,2,C3-Pz,227.845,211.07780614157232,0,0,0,0
229,sub-01,2,P3-Pz,228.673,249.68644357606382,0,0,0,0
230,sub-01,2,Cz-Pz,230.68575,235.21717619721315,0,0,0,0
231,sub-01,2,F7-F3,234.595,226.38633634616122,0,0,1,0
232,sub-01,2,F3-Cz,236.35025,254.96702563251924,0,0,0,0
233,sub-01,2,P3-Pz,238.7845,257.34265307304787,0,0,0,0
234,sub-01,2,Pz-O1,243.8275,217.6324660931703,1,0,1,1
235,sub-01,2,F3-Fz,245.0295,228.4763975285164,0,0,1,0
236,sub-01,2,F3-Cz,247.404,239.99929469289762,0,0,0,0
237,sub-01,2,F3-Cz,252.02125,223.5852278818643,0,0,0,0
238,sub-01,2,Pz-O1,253.50275,242.03019531111698,0,1,1,0
239,sub-01,2,F3-C3,253.54025,277.17041256862757,1,0,0,1
240,sub-01,2,P3-O1,257.6935,262.7964815515637,0,0,0,0
241,sub-01,2,T5-C3,258.44425,271.7041160972995,0,0,0,0
242,sub-01,2,F3-Cz,260.31325,263.7396844920846,0,0,0,0
243,sub-01,2,C3-Pz,265.87625,292.6189058840296,0,0,0,0
244,sub-01,2,Cz-Pz,266.41575,274.3445008777315,1,1,0,1
245,sub-01,2,C3-Cz,267.877,270.8255782639916,1,0,0,1
246,sub-01,2,Pz-O1,269.90875,295.124963729681,0,1,1,0
247,sub-01,2,Pz-O1,270.23825,299.06484221649816,2,0,0,1
248,sub-01,2,C3-Pz,270.54025,266.2322662952005,2,0,1,1
249,sub-01,2,Pz-O1,275.371,255.7267448603172,0,0,0,0
250,sub-01,2,C3-Pz,275.572,290.57524553688137,1,0,1,0
251,sub-01,2,P3-O1,277.09,269.5352770281172,0,0,0,0
252,sub-01,2,Pz-O2,278.479,254.1140048226707,0,0,0,0
253,sub-01,2,T5-C3,280.396,250.58923184390622,0,0,1,0
254,sub-01,2,C4-P4,280.95575,294.7203099266899,0,0,0,0
255,sub-01,2,P3-O1,284.05125,261.203016733495,0,0,0,0
256,sub-01,2,C4-Pz,289.583,297.9047054338555,0,1,0,0
257,sub-01,2,C3-P3,293.89525,268.3557572250547,1,0,0,0
258,sub-01,2,T3-T5,296.1625,287.2750314906626,0,1,0,0
259,sub-01,2,P3-Pz,296.5675,280.53997009111026,1,0,1,1
260,sub-01,3,T5-P3,0.8805,9.56648922204313,0,0,0,0
261,sub-01,3,C3-Pz,4.30875,25.10804867684489,0,0,0,0
262,sub-01,3,C3-Pz,4.72525,21.641981965460584,1,1,1,0
263,sub-01,3,T5-P3,5.2025,11.973462256441497,1,1,0,1
264,sub-01,3,T3-P3,11.8155,27.90449874829686,0,0,0,0
265,sub-01,3,Cz-Pz,12.673,24.620883107477756,0,0,0,0
266,sub-01,3,F3-Fz,20.6275,30.992753977433708,0,0,0,0
267,sub-01,3,P3-Cz,21.88525,4.344066018528665,1,0,1,0
268,sub-01,3,P3-Pz,22.31975,12.702484703025256,1,0,0,0
269,sub-01,3,Pz-O1,23.65475,40.48425674686555,0,0,1,0
270,sub-01,3,F4-Fz,31.244,9.456514203229673,0,1,0,0
271,sub-01,3,Fp1-F3,31.493,23.717358704650316,1,1,0,1
272,sub-01,3,Pz-O2,31.873,39.09953890347204,1,0,0,1
273,sub-01,3,F3-Cz,32.855,24.54667451409466,0,0,0,0
274,sub-01,3,P3-O1,34.9165,9.469762607448086,0,1,0,0
275,sub-01,3,T4-T6,35.98275,40.244740190258696,1,1,1,1
276,sub-01,3,C3-Pz,36.411,60.741481713489016,1,0,0,1
277,sub-01,3,P3-O1,37.262,58.13828588423101,0,0,0,0
278,sub-01,3,P4-Cz,40.63175,45.446366039667836,0,0,0,0
279,sub-01,3,P3-O1,44.1575,15.702955185566921,0,0,0,0
280,sub-01,3,F3-Fz,49.541,70.45064517893327,0,0,0,0
281,sub-01,3,P3-O1,50.825,25.273638193879002,0,0,0,0
282,sub-01,3,C3-P3,52.0255,58.555408818183444,0,0,0,0
283,sub-01,3,C4-Pz,56.55825,80.9446029601104,0,0,0,0
284,sub-01,3,C3-P3,57.35725,53.98873944817548,0,0,0,0
285,sub-01,3,C3-Pz,63.1485,86.26303568519606,1,0,0,1
286,sub-01,3,P3-O1,65.091,48.697650510911785,0,0,0,0
287,sub-01,3,F3-Fz,68.40275,88.26087112376817,0,0,1,0
288,sub-01,3,F3-Cz,73.13225,61.29274616081293,0,0,0,0
289,sub-01,3,F3-C3,81.65275,104.36802063307812,2,0,1,1
290,sub-01,3,Cz-Pz,83.09775,57.392999943941135,1,0,0,1
291,sub-01,3,C3-Cz,83.414,104.43958611122692,1,0,1,0
292,sub-01,3,C3-Pz,84.04975,114.00014747129991,0,1,0,0
293,sub-01,3,P3-Pz,85.233,101.02196167601213,0,0,0,0
294,sub-01,3,C3-Pz,86.6365,81.30382380049927,0,0,1,0
295,sub-01,3,T3-P3,88.7075,77.50166248343936,0,0,0,0
296,sub-01,3,C3-Pz,89.3585,67.9403481180303,0,0,1,0
297,sub-01,3,T5-P3,89.922,93.04050103729354,0,1,0,0
298,sub-01,3,Pz-O1,90.111,111.12707031628902,1,0,0,1
299,sub-01,3,C4-Pz,90.578,87.06447927467923,1,1,0,0
300,sub-01,3,T3-P3,93.2755,122.73670910143386,0,0,0,0
301,sub-01,3,C3-P3,94.6175,117.31158961245956,0,0,0,0
302,sub-01,3,F3-Cz,95.9385,87.77868369883669,0,0,0,0
303,sub-01,3,Pz-O2,97.4085,72.658042473057,0,1,1,0
304,sub-01,3,P3-Cz,97.6535,107.22666222270941,1,0,1,1
305,sub-01,3,Pz-O1,101.945,105.22354399222776,1,0,0,1
306,sub-01,3,T4-P4,103.89625,79.86189819726053,0,1,0,0
307,sub-01,3,T5-P3,104.07075,89.80007600154795,1,0,1,1
308,sub-01,3,P3-Cz,109.14825,100.27827458185845,0,1,0,0
309,sub-01,3,C3-P3,110.44125,128.90026402793282,0,0,0,0
310,sub-01,3,P3-Cz,110.612,98.07085583662175,1,0,0,0
311,sub-01,3,Pz-O1,111.61825,125.69516188244216,0,0,1,0
312,sub-01,3,T5-C3,113.02175,88.20049494457336,0,0,0,0
313,sub-01,3,T5-P3,125.9475,102.7224860847806,0,0,0,0
314,sub-01,3,P3-O1,131.2555,117.16842972704332,0,0,0,0
315,sub-01,3,Pz-O1,136.20475,131.28574394415995,1,0,0,1
316,sub-01,3,T3-P3,137.55575,123.93989384526736,0,0,0,0
317,sub-01,3,T5-C3,141.24725,154.7396112595525,0,1,0,0
318,sub-01,3,C3-Fz,148.72,131.1258558060234,0,0,1,0
319,sub-01,3,T5-C3,149.51675,146.5025247307315,0,0,0,0
320,sub-01,3,P3-Cz,153.29425,172.69508538205446,0,0,0,0
321,sub-01,3,C3-P3,155.195,157.7623115897159,0,1,0,0
322,sub-01,3,Pz-O2,155.2885,137.89764482064317,1,0,0,1
323,sub-01,3,Cz-Pz,158.55,141.1948633910279,0,0,1,0
324,sub-01,3,P4-Pz,160.453,132.0947267644331,0,0,0,0
325,sub-01,3,P3-Cz,161.56,156.52737260670818,0,0,0,0
326,sub-01,3,T5-C3,162.25525,168.35856114228392,0,0,0,0
327,sub-01,3,P3-Pz,166.458,196.08554964251883,1,0,0,1
328,sub-01,3,F3-Cz,167.72125,181.48358982847816,0,0,1,0
329,sub-01,3,Pz-O1,169.43575,182.186400777361,0,1,0,0
330,sub-01,3,C3-Pz,169.8045,179.74533218895607,2,0,0,1
331,sub-01,3,P3-O1,173.55625,144.74083457556816,0,1,0,0
332,sub-01,3,C4-Pz,175.8165,182.11668027453717,0,0,0,0
333,sub-01,3,Pz-O2,176.6105,181.43182259139846,0,1,0,0
334,sub-01,3,F7-F3,176.85625,195.43725481815875,1,0,1,1
335,sub-01,3,Cz-Pz,179.5735,162.37113223837258,1,0,0,1
336,sub-01,3,Pz-O1,181.57875,170.60601320422327,0,0,1,0
337,sub-01,3,Pz-O1,191.7955,209.86316845668873,0,1,0,0
338,sub-01,3,P4-Cz,193.5895,186.45659146765286,0,1,0,0
339,sub-01,3,T3-P3,194.004,173.78125657876703,1,0,1,1
340,sub-01,3,P3-Pz,194.99825,212.3689769154459,1,0,0,1
341,sub-01,3,P4-O2,195.91775,166.49893929156977,1,0,0,1
342,sub-01,3,T3-F3,196.981,215.61568763463325,0,0,1,0
343,sub-01,3,Pz-O1,200.3145,205.41550891509925,0,1,0,0
344,sub-01,3,P4-Pz,202.473,206.6991557665864,0,1,0,0
345,sub-01,3,P3-O1,202.952,213.15420538210745,1,0,0,1
346,sub-01,3,Pz-O2,203.50075,232.04888516641537,0,0,1,0
347,sub-01,3,C3-Pz,207.794,192.5152077200892,0,1,1,0
348,sub-01,3,Pz-O1,208.0955,200.62375152450255,2,0,0,1
349,sub-01,3,C3-P3,208.994,185.6905124710062,0,0,0,0
350,sub-01,3,C3-Pz,212.113,232.05947881950627,0,0,1,0
351,sub-01,3,P3-Pz,212.98925,201.70796893754454,0,0,1,0
352,sub-01,3,C3-Pz,217.33275,237.43270706563192,0,1,0,0
353,sub-01,3,P3-Cz,220.52925,210.07903648110337,0,0,1,0
354,sub-01,3,P3-Pz,221.31075,200.93018589414692,0,0,0,0
355,sub-01,3,T3-P3,222.88,232.45709946546543,0,0,0,0
356,sub-01,3,P3-O1,223.8705,233.5099073469408,0,0,0,0
357,sub-01,3,T5-P3,225.17975,213.90472031128283,0,0,0,0
358,sub-01,3,Pz-O2,226.566,233.8977461306578,0,0,0,0
359,sub-01,3,C3-Pz,226.93975,240.8900274066026,1,0,0,0
360,sub-01,3,C3-P3,228.54625,255.77719876821894,0,0,0,0
361,sub-01,3,T5-P3,230.83475,234.03756356651806,0,0,1,0
362,sub-01,3,P3-O1,232.52975,210.33142142961248,0,0,1,0
363,sub-01,3,C3-Pz,234.18975,244.68320371510157,0,0,1,0
364,sub-01,3,Pz-O2,237.74575,267.63419114287075,0,1,0,0
365,sub-01,3,P3-O1,237.965,218.05915580626524,1,0,0,1
366,sub-01,3,F3-Cz,240.73175,214.6955844179509,0,0,1,0
367,sub-01,3,C3-Pz,241.50925,248.65542795597105,0,0,0,0
368,sub-01,3,T5-P3,244.88125,226.12245230678855,0,0,1,0
369,sub-01,3,Pz-O2,245.5675,234.27851925114174,1,0,0,1
370,sub-01,3,P3-Cz,246.23125,242.63768034040336,0,0,0,0
371,sub-01,3,T3-C3,246.899,219.25026486469156,0,0,0,0
372,sub-01,3,C3-Pz,248.69775,219.19529047073962,0,0,0,0
373,sub-01,3,Fp2-Fz,250.64975,221.64747376674882,1,0,0,1
374,sub-01,3,T3-F3,252.01925,233.19671310444207,0,0,0,0
375,sub-01,3,P3-O1,257.943,253.24965199959468,0,0,0,0
376,sub-01,3,F7-F3,259.658,278.573757746078,0,0,0,0
377,sub-01,3,C3-P3,265.0745,286.97582298061405,0,0,0,0
378,sub-01,3,T3-F3,266.6435,292.9196568239847,0,0,0,0
379,sub-01,3,Pz-O2,267.93775,270.059931402412,0,0,1,0
380,sub-01,3,Pz-O1,269.42325,253.22069302829703,0,0,0,0
381,sub-01,3,F8-C4,270.46925,279.67450924145953,0,1,0,0
