pair_id,participant_id,run,source_channel,source_time,control_time,recent_burst_count,exposed_post_outcome,control_post_outcome,source_pre_outcome
1225,sub-03,6,P4-O2,35.97325,51.81563080987982,0,1,0,0
1226,sub-03,6,T6-C4,79.41575,109.3110508499828,0,0,0,0
1227,sub-03,6,T6-P4,83.32575,74.86216518807454,0,0,0,0
1228,sub-03,6,Fp2-Fz,86.322,58.618934308762334,0,0,0,0
1229,sub-03,6,T6-C4,89.292,76.62300468683385,0,0,0,0
1230,sub-03,6,T4-P4,96.63925,66.93775555302966,0,0,1,0
1231,sub-03,6,T6-P4,98.3475,81.09365334102212,0,0,0,0
1232,sub-03,6,P4-O2,99.02925,102.03495067750397,0,0,0,0
1233,sub-03,6,T4-P4,101.3465,105.69305276260158,0,0,0,0
1234,sub-03,6,P4-O2,102.67525,105.99047627696268,0,0,0,0
1235,sub-03,6,T6-P4,111.462,126.78408094161051,0,0,0,0
1236,sub-03,6,T6-P4,119.7725,92.70440911987677,0,0,0,0
1237,sub-03,6,T6-P4,152.5165,144.9827999538364,0,0,0,0
1238,sub-03,6,T4-P4,153.4205,165.83872679596374,0,0,0,0
1239,sub-03,6,T6-P4,172.66525,189.4238385291347,0,0,0,0
1240,sub-03,6,T6-P4,178.589,149.33868110535263,0,0,0,0
1241,sub-03,6,T4-P4,185.75575,211.89619959798682,0,0,0,0
1242,sub-03,6,T4-T6,186.7025,173.9535825696681,0,0,0,0
1243,sub-03,6,T6-C4,192.95975,208.06227122228657,0,0,0,0
1244,sub-03,6,T6-C4,197.9415,188.79595671917983,0,0,0,0
1245,sub-03,6,T6-P4,207.225,225.2763304216578,0,0,0,0
1246,sub-03,6,P4-Pz,218.09525,194.60955441617537,0,0,0,0
1247,sub-03,6,T6-C4,222.63475,235.76950637317094,0,0,0,0
1248,sub-03,6,T4-C4,227.79375,231.66425538071428,0,0,1,0
1249,sub-03,6,T6-C4,237.03975,229.5243394489149,0,0,0,0
1250,sub-03,6,T4-P4,238.85825,268.1344010845793,0,0,1,0
1251,sub-03,6,T6-P4,264.95175,244.87168637763693,0,0,0,0
1252,sub-03,6,F8-C4,268.34325,277.66346522864546,0,0,0,0
1253,sub-03,6,P4-Cz,271.12725,276.7292593671373,0,0,0,0
1254,sub-03,6,T4-T6,280.978,284.92138223232996,0,0,0,0
1255,sub-03,6,T6-P4,285.3905,265.5721439631575,0,0,0,0
1256,sub-03,7,T4-P4,4.4565,13.546733486930538,0,0,0,0
1257,sub-03,7,P4-O2,5.647,34.24946910433953,0,0,0,0
1258,sub-03,7,T6-P4,6.161,32.48765754339693,0,0,0,0
1259,sub-03,7,P4-O2,7.7225,19.358876850543613,0,0,1,0
1260,sub-03,7,P4-O2,15.9925,39.58643237735557,0,0,0,0
1261,sub-03,7,T4-F4,18.70675,15.244128042052283,0,0,0,0
1262,sub-03,7,P4-Cz,24.57325,17.784151248849692,0,0,0,0
1263,sub-03,7,T6-P4,24.90825,48.82418887648222,1,0,0,0
1264,sub-03,7,Pz-O2,28.308,14.90015121840798,0,0,0,0
1265,sub-03,7,T6-P4,32.56275,28.83999669324876,0,0,0,0
1266,sub-03,7,C4-Fz,33.361,13.063913254111043,0,0,0,0
1267,sub-03,7,T6-P4,44.59325,15.936395835983465,0,0,0,0
1268,sub-03,7,T6-P4,46.971,74.35211578953653,0,0,0,0
1269,sub-03,7,T6-C4,48.67525,51.21165266059106,0,0,0,0
1270,sub-03,7,P4-O2,61.4645,76.91533511538368,0,0,0,0
1271,sub-03,7,T6-P4,69.609,55.46676953279463,0,0,1,0
1272,sub-03,7,T6-P4,73.0365,101.97658014916385,0,0,0,0
1273,sub-03,7,C3-Fz,97.56875,102.63354957119823,0,0,0,0
1274,sub-03,7,F4-C4,111.041,107.21066877729062,0,0,0,0
1275,sub-03,7,P4-O2,127.1775,138.8276868979815,1,0,0,1
1276,sub-03,7,P4-Cz,137.05825,130.66025185540303,0,0,0,0
1277,sub-03,7,T6-P4,140.08775,151.84126715157464,0,0,0,0
1278,sub-03,7,T6-C4,143.66025,119.9451047478048,0,0,0,0
1279,sub-03,7,T6-C4,144.25925,116.3499859536281,0,0,1,0
1280,sub-03,7,Pz-O2,144.81325,160.069487509418,0,0,1,0
1281,sub-03,7,T4-P4,152.015,175.6570837887508,0,0,0,0
1282,sub-03,7,T6-P4,152.853,171.29304155234277,0,0,0,0
1283,sub-03,7,P4-O2,156.6,169.6346041791369,0,0,0,0
1284,sub-03,7,T4-P4,159.08725,142.16860448317806,0,0,0,0
1285,sub-03,7,P4-Cz,171.3615,199.2540196851977,0,0,0,0
1286,sub-03,7,T4-P4,190.05825,162.06981332855304,0,0,0,0
1287,sub-03,7,P4-O2,208.25975,205.38220083912404,0,0,0,0
1288,sub-03,7,C4-Fz,216.14575,188.39504234007617,0,0,0,0
1289,sub-03,7,P4-O2,219.907,232.94046134762283,0,1,0,0
1290,sub-03,7,T6-C4,219.94775,195.04469430456112,1,0,0,1
1291,sub-03,7,T6-C4,220.436,216.45270969415452,1,0,0,0
1292,sub-03,7,C3-Pz,236.813,214.34616550743507,0,0,0,0
1293,sub-03,7,T6-P4,256.54875,279.83759201402074,0,0,0,0
1294,sub-03,7,T6-P4,258.455,234.29096751317763,0,0,0,0
1295,sub-03,7,P4-O2,263.814,277.90587252709634,0,0,0,0
1296,sub-03,7,F8-T4,273.438,285.89221383946665,0,0,0,0
1297,sub-03,7,T6-P4,296.64,290.6663541556885,0,0,0,0
1298,sub-03,8,P4-O2,3.5085,27.28224467072836,0,0,0,0
1299,sub-03,8,F8-C4,13.569,27.90892222966206,0,1,0,0
1300,sub-03,8,C4-Cz,15.06625,30.972142645853467,0,0,0,0
1301,sub-03,8,T3-F3,16.81825,37.937654346879846,0,0,0,0
1302,sub-03,8,T6-C4,19.7185,23.50309365209663,0,1,0,0
1303,sub-03,8,T6-P4,20.9695,27.586058834301927,0,0,0,0
1304,sub-03,8,P4-O2,25.4635,35.80884194202092,0,0,0,0
1305,sub-03,8,F8-C4,25.997,45.76086170898235,0,0,0,0
1306,sub-03,8,F8-T4,56.80325,76.61438994707943,0,1,0,0
1307,sub-03,8,T6-C4,57.24625,68.24056208364823,1,0,0,1
1308,sub-03,8,T4-P4,57.76275,73.70472316591894,0,0,0,0
1309,sub-03,8,P4-O2,61.33075,70.76034244203058,0,0,0,0
1310,sub-03,8,P4-Cz,72.7575,81.23693113843176,0,0,0,0
1311,sub-03,8,F8-C4,81.749,106.61297106531222,0,0,0,0
1312,sub-03,8,P4-O2,96.02125,107.42075096818338,0,0,0,0
1313,sub-03,8,F8-C4,97.6295,88.12270261547715,0,0,0,0
1314,sub-03,8,C3-Cz,101.85925,116.62732548482359,0,0,0,0
1315,sub-03,8,T6-P4,123.0955,117.39860728190438,0,0,0,0
1316,sub-03,8,P4-O2,123.94075,147.72256154329065,0,0,0,0
1317,sub-03,8,Pz-O2,124.71675,132.96389504925358,0,0,0,0
1318,sub-03,8,T6-P4,134.30775,144.56654069859908,0,0,0,0
1319,sub-03,8,F8-C4,141.87125,144.71619348165592,0,0,0,0
1320,sub-03,8,T6-C4,142.6315,137.75887997661243,0,0,0,0
1321,sub-03,8,T4-P4,146.223,138.73688850009057,0,0,0,0
1322,sub-03,8,P4-O2,146.718,141.99947608299348,1,0,0,0
1323,sub-03,8,F8-C4,151.981,165.97093844957678,0,0,0,0
1324,sub-03,8,F8-C4,155.03825,180.30768669115457,0,0,0,0
1325,sub-03,8,T4-C4,158.05975,133.26165551352364,0,0,0,0
1326,sub-03,8,P4-O2,176.07025,152.331089777464,1,0,0,1
1327,sub-03,8,F8-C4,177.60225,192.75665185693936,0,0,0,0
1328,sub-03,8,T4-P4,181.2085,162.2726386210676,0,0,0,0
1329,sub-03,8,T4-P4,193.63175,167.91256183898258,0,0,0,0
1330,sub-03,8,F8-C4,200.04725,223.4470317896725,0,0,0,0
1331,sub-03,8,F8-C4,200.4845,173.38098037881548,1,0,0,0
1332,sub-03,8,F8-C4,208.62075,225.16129166783142,0,0,0,0
1333,sub-03,8,T6-P4,212.2275,234.09058297624148,0,0,0,0
1334,sub-03,8,F8-C4,215.9125,186.34362994197215,0,0,0,0
1335,sub-03,8,P4-O2,216.57925,231.5562858329108,0,0,0,0
1336,sub-03,8,T6-C4,217.30375,205.18806677056415,0,0,0,0
1337,sub-03,8,T4-F4,221.58075,243.77994982850998,0,0,0,0
1338,sub-03,8,T4-P4,222.82475,210.22942708683058,0,0,0,0
1339,sub-03,8,T4-C4,266.199,290.3094367053797,0,0,0,0
1340,sub-03,8,F8-C4,266.7245,269.4986167024554,0,0,0,0
1341,sub-03,8,T6-C4,267.1395,274.1479538011437,1,0,0,0
1342,sub-03,8,T4-P4,268.91825,288.9718782201186,0,0,0,0
1343,sub-03,8,T4-T6,271.06675,296.5772560235299,0,0,1,0
1344,sub-03,8,T4-P4,273.14525,257.56528518991087,0,0,0,0
1345,sub-03,8,F8-C4,274.94425,264.7089545601138,0,0,0,0
1346,sub-03,8,T6-P4,276.10875,285.0842115947382,0,0,0,0
1347,sub-03,8,T4-F4,281.8395,257.5469749468953,0,0,0,0
1348,sub-03,8,P4-O2,292.04375,281.5797079668148,0,0,1,0
1349,sub-03,8,P4-O2,292.431,275.7848716503198,1,0,0,0
1350,sub-03,8,F8-C4,296.6235,278.967287679831,0,0,0,0
1351,sub-03,9,P4-Cz,12.5855,5.455280460836125,0,0,0,0
1352,sub-03,9,C4-P4,13.5675,4.580273444293724,0,0,0,0
1353,sub-03,9,T6-C4,17.077,6.869556556496548,0,0,0,0
1354,sub-03,9,T4-C4,33.508,25.09378047443802,0,0,0,0
1355,sub-03,9,C4-Pz,36.2605,49.14889193957417,0,0,0,0
1356,sub-03,9,T6-P4,44.827,63.214533767188925,0,0,0,0
1357,sub-03,9,T6-C4,50.37075,72.04534212361732,0,0,0,0
1358,sub-03,9,F4-Fz,59.75575,54.915394410358005,0,0,0,0
1359,sub-03,9,P4-Cz,60.7635,83.60344529629282,0,0,0,0
1360,sub-03,9,T4-C4,61.2805,38.933797167170205,0,0,0,0
1361,sub-03,9,T6-P4,63.56475,51.62344204370872,0,0,0,0
1362,sub-03,9,P4-O2,69.83625,76.96436786330679,0,0,0,0
1363,sub-03,9,P4-Cz,71.16425,57.12317578074946,0,0,0,0
1364,sub-03,9,T6-P4,75.75275,95.9249893617018,0,0,0,0
1365,sub-03,9,T4-P4,86.644,67.53047556072245,0,0,0,0
1366,sub-03,9,T6-C4,113.1285,127.26428329656966,0,0,0,0
1367,sub-03,9,Pz-O2,117.12675,127.88770742636467,0,0,0,0
1368,sub-03,9,T3-F3,117.83875,106.60868697948929,0,0,0,0
1369,sub-03,9,Pz-O2,162.5965,166.79548785240257,0,0,0,0
1370,sub-03,9,T6-C4,170.75575,192.67760361008257,0,0,0,0
1371,sub-03,9,T6-C4,172.78925,167.37367377290713,0,0,0,0
1372,sub-03,9,F4-C4,187.362,211.07476005801212,0,0,0,0
1373,sub-03,9,Pz-O2,201.9905,218.1706391300774,1,0,0,1
1374,sub-03,9,T6-C4,203.08575,217.75991909676543,0,0,0,0
1375,sub-03,9,T6-C4,204.9915,186.00585813965432,0,0,0,0
1376,sub-03,9,T6-C4,207.9815,185.6933019780771,0,0,0,0
1377,sub-03,9,T3-P3,213.23675,222.8792047625223,0,0,0,0
1378,sub-03,9,T6-P4,218.122,237.7837356414919,0,0,0,0
1379,sub-03,9,T6-C4,218.76775,197.87343008596702,0,0,0,0
1380,sub-03,9,T6-P4,240.886,256.6900181379232,0,0,0,0
1381,sub-03,9,T6-P4,241.7315,265.07810687787855,0,0,0,0
1382,sub-03,9,T6-P4,242.35225,231.95197548685755,0,0,0,0
1383,sub-03,9,T4-P4,243.071,225.78778257471652,0,0,0,0
1384,sub-03,9,T4-P4,245.43425,235.94114598545903,0,0,0,0
1385,sub-03,9,F8-C4,253.254,249.80987918529544,0,0,0,0
1386,sub-03,9,T6-P4,261.74325,240.2829552611675,0,0,0,0
1387,sub-03,9,P4-Cz,263.03375,277.7650247415301,0,0,0,0
1388,sub-03,9,P4-Pz,280.44825,289.76845511526415,0,0,1,0
1389,sub-03,9,T4-F4,289.1605,265.3352844304455,0,0,0,0
1390,sub-03,9,T6-C4,290.13675,285.17390519737444,0,0,0,0
1391,sub-03,10,F8-C4,9.16575,35.28393650924165,0,0,0,0
1392,sub-03,10,T6-P4,10.451,2.017220957593725,0,0,0,0
1393,sub-03,10,P4-O2,12.9405,16.63191215027771,0,0,0,0
1394,sub-03,10,P4-O2,16.6755,25.449268721294704,0,0,1,0
1395,sub-03,10,T4-P4,19.302,34.658444940503124,0,0,0,0
1396,sub-03,10,F8-C4,19.88625,11.016972304064872,0,0,1,0
1397,sub-03,10,C4-Fz,20.49475,17.832232101040596,0,0,0,0
1398,sub-03,10,T6-C4,24.6955,52.71183510423364,0,0,0,0
1399,sub-03,10,T4-C4,29.12825,51.01857958246977,0,1,0,0
1400,sub-03,10,T6-P4,30.947,51.20921730529264,0,0,0,0
1401,sub-03,10,T4-P4,46.38825,75.38881439343109,0,0,0,0
1402,sub-03,10,T6-P4,52.923,66.87092597343022,0,0,0,0
1403,sub-03,10,P4-O2,53.445,77.92359750455682,0,0,0,0
1404,sub-03,10,T4-P4,56.365,58.394068400819855,0,0,0,0
1405,sub-03,10,F8-C4,60.1415,39.860962485104466,0,0,0,0
1406,sub-03,10,P3-O1,67.55975,89.64150259265227,0,0,0,0
1407,sub-03,10,T4-P4,68.099,57.820956222875424,0,0,0,0
1408,sub-03,10,T3-P3,86.03275,78.93275813609856,0,0,0,0
1409,sub-03,10,T6-P4,92.355,64.6145038969406,0,0,0,0
1410,sub-03,10,T4-P4,92.8725,119.95988822027336,0,0,0,0
1411,sub-03,10,T6-C4,101.49275,110.71269391826968,0,0,0,0
1412,sub-03,10,P4-Cz,108.5675,84.48127296521824,0,0,0,0
1413,sub-03,10,T6-P4,126.7635,142.9130152718498,0,0,0,0
1414,sub-03,10,F8-C4,128.094,140.986847267088,0,0,0,0
1415,sub-03,10,P4-O2,128.8625,152.84638049458263,0,0,0,0
1416,sub-03,10,T4-P4,129.30025,157.0263133298704,1,0,0,0
1417,sub-03,10,T4-P4,131.115,110.64416422046787,0,0,0,0
1418,sub-03,10,T4-C4,139.627,124.34345111048998,0,0,0,0
1419,sub-03,10,P4-O2,143.5575,158.28679907379004,0,1,1,0
1420,sub-03,10,T5-C3,143.97225,158.91962205508148,1,0,0,1
1421,sub-03,10,P4-O2,147.9125,155.80088023953363,0,0,0,0
1422,sub-03,10,P4-O2,151.2425,122.97017023750192,0,0,0,0
1423,sub-03,10,T3-P3,160.516,188.360121830551,0,0,0,0
1424,sub-03,10,T6-P4,167.2255,196.39648056068003,0,0,0,0
1425,sub-03,10,T4-P4,168.25425,150.7126372637763,0,0,0,0
1426,sub-03,10,T6-P4,171.022,186.79464209022436,0,0,0,0
1427,sub-03,10,P4-Pz,191.81025,183.7012322717514,0,0,0,0
1428,sub-03,10,T4-P4,209.75325,217.00409732717335,0,0,0,0
1429,sub-03,10,T4-P4,210.77025,232.06770501107675,0,0,0,0
1430,sub-03,10,F4-C4,214.626,230.99672697245722,0,0,1,0
1431,sub-03,10,P4-O2,218.66325,190.22505770139645,0,0,0,0
1432,sub-03,10,T4-C4,226.74025,240.06985142830698,0,0,0,0
1433,sub-03,10,T6-P4,232.4035,204.84373748821082,0,0,0,0
1434,sub-03,10,P4-Pz,238.1615,251.36396863828105,0,0,0,0
1435,sub-03,10,T4-P4,248.257,262.8873882924373,0,0,0,0
1436,sub-03,10,T4-C4,249.37875,266.2599733322361,0,0,0,0
1437,sub-03,10,F8-C4,250.732,241.11268758211784,0,0,0,0
1438,sub-03,10,F8-C4,253.261,247.03228301431935,0,0,1,0
1439,sub-03,10,T4-C4,256.08475,278.0056612399953,0,0,0,0
1440,sub-03,10,P4-Cz,268.097,259.8911358999643,0,0,0,0
1441,sub-03,10,F8-C4,269.51075,239.54234268659988,0,0,0,0
1442,sub-03,10,T6-P4,275.17525,265.8975879471064,0,0,0,0
1443,sub-03,10,C4-Fz,286.16775,267.1105432949463,0,0,0,0
1444,sub-03,11,T6-C4,1.89075,23.91271467059082,0,0,0,0
1445,sub-03,11,T4-P4,3.4885,10.55121346167913,0,0,0,0
1446,sub-03,11,T4-C4,21.11425,46.83169400067287,0,0,0,0
1447,sub-03,11,T4-P4,30.069,18.27780697019251,0,0,0,0
1448,sub-03,11,T6-P4,30.65975,54.04756949952099,0,0,0,0
1449,sub-03,11,T6-C4,31.95425,4.500874064318186,0,0,0,0
1450,sub-03,11,C4-Fz,34.96325,59.442332396511105,0,0,0,0
1451,sub-03,11,T6-C4,40.896,67.51572722135523,0,0,0,0
1452,sub-03,11,T6-P4,41.94925,12.829390296602284,0,0,0,0
1453,sub-03,11,T6-P4,43.5745,48.932078863717905,0,0,0,0
1454,sub-03,11,F7-T3,54.835,79.44152491543937,0,0,0,0
1455,sub-03,11,T6-P4,58.27925,69.76638689061545,0,0,0,0
1456,sub-03,11,T4-P4,60.30225,87.05510543339467,0,0,0,0
1457,sub-03,11,P4-O2,118.88275,144.76473206854325,0,1,0,0
1458,sub-03,11,C3-Cz,119.12775,127.16411520552629,1,0,1,1
1459,sub-03,11,T6-C4,123.6525,128.93688421415484,1,0,0,1
1460,sub-03,11,F7-C3,134.00975,160.42226178630227,0,0,0,0
1461,sub-03,11,F8-C4,138.297,154.85817276187043,0,0,0,0
1462,sub-03,11,F4-C4,234.15775,225.7775137793225,0,0,0,0
1463,sub-03,11,P4-O2,248.4325,268.83705731318275,0,0,1,0
1464,sub-03,11,T4-P4,269.64275,290.8638864218265,0,0,0,0
1465,sub-03,11,P4-O2,270.285,292.12664741678395,0,0,0,0
1466,sub-03,11,T4-P4,271.7625,261.04523124455056,0,0,0,0
1467,sub-03,11,T4-P4,272.25525,269.5364147833944,1,0,0,0
1468,sub-03,11,T6-P4,275.39225,281.36943201770333,0,0,0,0
1469,sub-03,11,P4-Cz,287.74575,282.2893640935876,0,0,0,0
1470,sub-03,12,F7-F3,87.8855,91.2376718215712,0,1,0,0
1471,sub-03,12,T4-P4,96.413,75.0741237147933,0,0,0,0
1472,sub-03,12,T6-P4,101.81625,95.9151427366684,0,0,0,0
1473,sub-03,12,T4-F4,104.20325,95.75484449074521,0,0,0,0
1474,sub-03,12,P4-O2,112.42825,89.40275028249738,0,0,0,0
1475,sub-03,12,T6-P4,127.1495,130.1400111082778,0,0,0,0
1476,sub-03,12,T4-P4,130.64525,103.28107604387367,0,0,0,0
1477,sub-03,12,P4-Cz,134.58825,144.01784251365672,0,0,0,0
1478,sub-03,12,T6-C4,135.31125,157.45821709092843,0,0,0,0
1479,sub-03,12,T6-P4,161.901,152.90075124270152,0,0,0,0
1480,sub-03,12,T6-C4,168.6365,187.11173157195086,0,0,0,0
1481,sub-03,12,T6-P4,192.09175,211.19391392304524,1,0,0,0
1482,sub-03,12,T4-P4,193.51975,186.63479021214303,0,0,0,0
1483,sub-03,12,T4-P4,194.37725,187.74123394551592,0,0,0,0
1484,sub-03,12,P4-O2,210.8425,188.24917835044826,0,0,0,0
1485,sub-03,12,P4-O2,230.00125,224.63740799460223,0,0,0,0
1486,sub-03,12,T6-C4,240.81,247.8049286703029,0,0,0,0
1487,sub-03,12,T4-C4,245.39025,250.70293499094194,0,1,0,0
1488,sub-03,12,T6-C4,247.84,231.60470321693543,0,0,0,0
1489,sub-03,12,P4-Cz,248.5175,228.44398972398284,0,0,0,0
1490,sub-03,12,T6-P4,254.55025,260.14999175300966,0,0,0,0
1491,sub-03,12,T6-P4,271.281,290.5342289268032,0,0,1,0
1492,sub-03,12,P4-Cz,282.85175,287.0837862222882,0,0,0,0
1493,sub-03,12,T4-T6,283.4485,278.8848578683072,0,0,0,0
1494,sub-03,12,P4-O2,292.065,265.223065931365,0,0,0,0
1495,sub-03,12,T6-C4,293.22575,269.7024817494792,0,1,0,0
1496,sub-03,12,T4-P4,293.68725,271.5949034911655,1,0,0,1
1497,sub-03,12,F4-Fz,294.73125,273.8563327839009,0,1,0,0
1498,sub-03,12,C4-P4,295.22825,291.4991086773546,1,0,0,1
1499,sub-03,12,F8-C4,297.15175,274.424219862545,0,0,0,0
1500,sub-03,12,T4-F4,297.7445,277.68220885611856,0,0,0,0
1501,sub-03,13,T4-P4,7.94025,22.907336106605506,0,0,0,0
1502,sub-03,13,T6-C4,18.54825,27.180276171824065,0,0,0,0
1503,sub-03,13,C4-Fz,19.66775,28.673577092239363,0,0,0,0
1504,sub-03,13,P4-O2,20.646,3.8416893192278465,0,0,0,0
1505,sub-03,13,P4-O2,24.3395,48.193625545011045,0,0,0,0
1506,sub-03,13,P4-Pz,44.6315,35.908976823609194,0,0,0,0
1507,sub-03,13,T6-C4,67.48175,82.75893950787489,0,0,0,0
1508,sub-03,13,T4-P4,69.875,66.46087777465618,0,0,0,0
1509,sub-03,13,T6-C4,71.613,83.51673759725537,0,0,0,0
1510,sub-03,13,T6-C4,109.46925,93.81561804829451,0,0,0,0
1511,sub-03,13,T6-C4,110.61025,92.91242814816462,0,0,0,0
1512,sub-03,13,T4-P4,160.5595,133.9638893395352,0,0,0,0
1513,sub-03,13,F4-C4,162.42975,152.39824339137994,0,0,0,0
1514,sub-03,13,T4-P4,163.3865,145.6724136806787,0,0,0,0
1515,sub-03,13,T6-C4,164.069,142.92515253307735,0,0,0,0
1516,sub-03,13,T4-P4,166.1985,159.0031047680225,0,0,0,0
1517,sub-03,13,T4-P4,166.806,155.87172442105603,0,0,0,0
1518,sub-03,13,T6-C4,167.56475,196.4001463969829,0,0,0,0
1519,sub-03,13,F8-C4,168.421,156.53658477925507,0,0,0,0
1520,sub-03,13,T4-P4,176.344,170.57962481116897,0,0,0,0
1521,sub-03,13,F8-C4,177.8935,191.3021185112796,0,0,0,0
1522,sub-03,13,T6-C4,180.42625,169.84729810100146,0,0,0,0
1523,sub-03,13,T4-P4,181.02775,164.98015655143018,0,0,0,0
1524,sub-03,13,F3-Cz,185.91325,212.07009527239603,0,0,0,0
1525,sub-03,13,T4-C4,197.722,187.7500343700547,0,0,0,0
1526,sub-03,13,T6-C4,198.6065,170.5234182884229,0,0,0,0
1527,sub-03,13,P4-O2,199.1935,213.34820553412507,0,0,0,0
1528,sub-03,13,T6-C4,199.80125,187.6852464345715,0,0,0,0
1529,sub-03,13,P4-O2,201.67125,219.11626604293033,0,0,0,0
1530,sub-03,13,T4-P4,206.824,191.12073160436458,0,0,0,0
1531,sub-03,13,T4-C4,227.19475,249.6146286355013,0,0,0,0
1532,sub-03,13,F8-C4,229.457,255.9889056314291,0,0,0,0
1533,sub-03,13,T4-P4,236.2735,245.5465940947338,1,0,0,1
1534,sub-03,13,T4-P4,236.91475,255.32715034655402,0,0,0,0
1535,sub-03,13,T4-P4,238.0355,220.33087902991005,0,0,0,0
1536,sub-03,13,T6-C4,241.5165,233.29129002761218,0,0,0,0
1537,sub-03,13,C4-Fz,243.114,240.72049673823759,0,0,0,0
1538,sub-03,13,T6-C4,243.6565,222.26773702460403,0,0,0,0
1539,sub-03,13,T6-C4,245.07675,256.91607422335414,0,0,0,0
1540,sub-03,13,T4-P4,270.11225,258.73500266365085,0,0,0,0
1541,sub-03,13,Fp2-Fz,271.49425,297.56864221864913,0,0,0,0
1542,sub-03,13,T4-P4,273.312,279.4949186981552,0,0,0,0
1543,sub-03,13,F4-C4,275.4215,254.04469338351004,0,0,0,0
1544,sub-03,13,T6-C4,280.64725,277.40877042814776,0,0,0,0
1545,sub-03,14,T6-P4,6.03325,25.047091672295743,0,0,0,0
1546,sub-03,14,T6-P4,9.0165,22.582231224088936,0,0,0,0
1547,sub-03,14,T6-P4,13.21575,26.836638458343835,0,0,0,0
1548,sub-03,14,P4-Cz,17.61925,14.626735820006449,0,0,0,0
1549,sub-03,14,P4-O2,25.61975,16.77362909223305,0,0,0,0
1550,sub-03,14,T6-P4,35.39125,27.299139311239866,0,0,0,0
1551,sub-03,14,T4-P4,36.69925,29.625485504525138,0,0,0,0
1552,sub-03,14,T4-P4,49.22775,60.361661927534804,0,0,0,0
1553,sub-03,14,T6-P4,51.087,29.580419200276154,0,0,0,0
1554,sub-03,14,T4-P4,51.52675,63.810915195616616,1,0,0,0
1555,sub-03,14,P4-Cz,51.99575,64.02048498635116,1,0,0,0
1556,sub-03,14,T6-C4,63.71575,38.87087907006763,0,0,0,0
1557,sub-03,14,T6-P4,73.7325,60.560498375326674,0,0,0,0
1558,sub-03,14,P4-Cz,74.62725,86.18566215308357,0,0,1,0
1559,sub-03,14,T6-P4,77.5445,81.83230287232408,0,0,0,0
1560,sub-03,14,T4-P4,84.4775,80.96778324448144,0,0,0,0
1561,sub-03,14,T4-C4,86.434,80.15357330005813,0,0,0,0
1562,sub-03,14,T6-P4,87.36375,61.3637791049439,0,0,0,0
1563,sub-03,14,T6-P4,88.788,114.46406773918952,0,0,0,0
1564,sub-03,14,T4-P4,102.2945,121.7609101199132,0,0,0,0
1565,sub-03,14,T6-C4,103.13725,97.66716109651553,0,0,0,0
1566,sub-03,14,F8-C4,105.89725,127.46827990198683,0,0,0,0
1567,sub-03,14,T6-P4,120.2085,136.74759323401364,0,0,0,0
1568,sub-03,14,T6-P4,123.7075,94.975267093576,0,0,0,0
1569,sub-03,14,T6-P4,138.349,146.87841820428218,0,0,0,0
1570,sub-03,14,T6-C4,138.76875,123.13362856031307,1,0,0,0
1571,sub-03,14,T6-P4,147.1515,145.04946810649048,0,0,0,0
1572,sub-03,14,T6-C4,148.99375,159.55905888956727,0,0,0,0
1573,sub-03,14,T6-C4,158.63575,168.23206315319433,0,0,0,0
1574,sub-03,14,T4-P4,162.35425,143.99124771513473,0,0,0,0
1575,sub-03,14,T4-P4,168.735,174.18021089194775,0,0,0,0
1576,sub-03,14,T6-P4,189.717,201.60734447145674,0,0,0,0
1577,sub-03,14,T6-P4,192.80525,163.1955686596217,0,0,0,0
1578,sub-03,14,T6-P4,194.611,203.05475167219865,0,0,0,0
1579,sub-03,14,T6-P4,198.6485,180.69603291244113,0,0,0,0
1580,sub-03,14,T6-P4,220.525,216.98610913202762,0,0,0,0
1581,sub-03,14,C4-Fz,226.21,200.1042508512789,0,0,0,0
1582,sub-03,14,T4-C4,228.30475,204.13270629914956,0,0,0,0
1583,sub-03,14,T6-P4,230.6055,252.8666101787655,0,0,0,0
1584,sub-03,14,P4-Cz,244.0565,220.47013290009906,0,0,0,0
1585,sub-03,14,T4-C4,244.60775,262.78253240437147,0,0,0,0
1586,sub-03,14,T4-P4,254.146,231.78191780460048,0,0,0,0
1587,sub-03,14,C3-Pz,257.47425,241.50682537294594,0,0,0,0
1588,sub-03,14,T4-P4,271.99,265.39341713884494,0,0,0,0
1589,sub-03,14,T6-P4,283.74225,297.7226985145415,0,0,0,0
1590,sub-03,14,T6-P4,289.27375,263.5600551639986,0,0,0,0
1591,sub-03,14,F8-C4,290.914,270.6371934212166,0,0,0,0
1592,sub-03,14,T6-C4,294.34675,268.26331946554274,0,0,0,0
1593,sub-03,15,Pz-O2,1.359,30.26894020189625,0,0,0,0
1594,sub-03,15,T6-C4,3.5675,29.335781069662126,0,0,0,0
1595,sub-03,15,T4-P4,20.14925,37.37760411670027,0,0,0,0
1596,sub-03,15,T6-P4,22.707,15.402487923900168,0,0,0,0
1597,sub-03,15,Pz-O2,35.02,28.725068096691,0,0,0,0
1598,sub-03,15,T6-C4,39.4145,54.18178821277044,0,0,0,0
1599,sub-03,15,T6-P4,40.81725,18.28449985353964,0,0,0,0
1600,sub-03,15,P4-O2,61.6055,42.997042384168296,0,0,0,0
1601,sub-03,15,P4-O2,63.00925,37.69873132586511,0,0,0,0
1602,sub-03,15,Fp1-F3,63.5105,52.47979117576409,0,1,0,0
